Gemeinde,Ort,PLZ,Strasse / Nr.,Ensemble,Objekt,GVZ Nr.,Einstufung,Festsetzung,Erlass,Schutz,Grundbucheintrag
Andelfingen,Andelfingen,8450,Landstrasse 80,Andelfingen: «Haldenmühle»,Wohnhaus und ehem. Mühle «Haldenmühle»,3000175,kantonal,7/11/2007,BDV Nr. 3048/2007 Einzelaufstufung,ÖREB,11/1/2008
Andelfingen,Andelfingen,8450,Landstrasse bei 80,Andelfingen: «Haldenmühle»,Waschhaus und Remise,3000179,kantonal,7/11/2007,BDV Nr. 3048/2007 Einzelaufstufung,ÖREB,11/1/2008
Andelfingen,Andelfingen,8450,Landstrasse bei 82,Andelfingen: «Haldenmühle»,Stallscheune der «Haldenmühle»,3000177,kantonal,7/11/2007,BDV Nr. 3048/2007,ÖREB,11/1/2008
Andelfingen,Andelfingen,8450,Neugutstrasse 15,Andelfingen: Turmuhrenfabrik Mäder AG,Magazin,3000187,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,2 Unter Orweiher,,kantonal,,,ÖREB,21/9/2017
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,1 Ober Orweiher,,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,4 Kraftmaschinenanlage mit Girardturbine,,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,"5 Hostbach, Ablauf in die Thur",,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,Druckrohr,,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 15 bei,Andelfingen: Turmuhrenfabrik Mäder AG,Einlauf in Turbinenschacht,,regional,,,-,
Andelfingen,Andelfingen,8450,Neugutstrasse 2,,Ehem. Mühle «Neumühle»,3000181,-,,,PD,11/2/1977
Andelfingen,Andelfingen,8450,Obermühlestrasse 11 bei,Andelfingen: «Obermühle» mit Nebengebäuden,"WR Andelfingen 8, Wasserkraftanlage mit Turbine",,regional,,,-,
Andelfingen,Andelfingen,8450,Obermühlestrasse 11; Obermühlestrasse 13,Andelfingen: «Obermühle» mit Nebengebäuden,Hauptgebäude mit Scheune und Zwischenbau,3000037,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,29/10/2001
Andelfingen,Andelfingen,8450,Obermühlestrasse 12,,"Gaststallungen, ehem.",3000029,-,,,PD,8/10/1980
Andelfingen,Andelfingen,8450,Obermühlestrasse 15,,Hausteil 1,3000033,-,,,PD,14/2/1990
Andelfingen,Andelfingen,8450,Obermühlestrasse 2,"Andelfingen: Bauernhaus, ehem.",Hausteil 2,3000027,-,,,PD,7/6/1985
Andelfingen,Andelfingen,8450,Obermühlestrasse 7,Andelfingen: «Obermühle» mit Nebengebäuden,Ehem. Oekonomiegebäude,3000039,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,20/6/1988
Andelfingen,Andelfingen,8450,Obermühlestrasse 9,Andelfingen: «Obermühle» mit Nebengebäuden,Speicher und Kellergebäude,3000038,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,7/6/1984
Andelfingen,Andelfingen,8450,Schlossgasse,Andelfingen: Schloss Andelfingen,Schlosspark,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Andelfingen,8450,Schlossgasse 10,Andelfingen: Schloss Andelfingen,Orangerie Schloss Andelfingen,3000079,kantonal,19/12/1979,RRB 5113/1979 Liste Kanton,PD,9/6/1982
Andelfingen,Andelfingen,8450,Schlossgasse 11,"Andelfingen: Bauernhäuser, ehem.",Gebäude 1,3000097,-,,,PD,29/3/1977
Andelfingen,Andelfingen,8450,Schlossgasse 12,Andelfingen: Schloss Andelfingen,Pförtnerhaus,3000082,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,15/6/1972
Andelfingen,Andelfingen,8450,Schlossgasse 12 bei,Andelfingen: Schloss Andelfingen,Schlossbrunnen,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Andelfingen,8450,Schlossgasse 14,Andelfingen: Schloss Andelfingen,Schloss mit Nebenbauten,3000083,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,9/6/1982
Andelfingen,Andelfingen,8450,Schlossgasse 14 bei,Andelfingen: Schloss Andelfingen,Gartenpavillon Schloss Andelfingen,3000081,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Andelfingen,8450,Schlossgasse 16,Andelfingen: Wohnhaus,Hausteil 2,3000093,regional,,,-,
Andelfingen,Andelfingen,8450,Schlossgasse 18,Andelfingen: Wohnhaus,Hausteil 1,3000092,regional,,,PD,12/1/1977
Andelfingen,Andelfingen,8450,Schlossgasse 2,"Andelfingen: Doppelbauernhaus, ehem.",Hausteil 2,3000074,-,,,PD,7/2/1984
Andelfingen,Andelfingen,8450,Schlossgasse 20,,"Bauernhaus, ehem.",3000168,-,,,PD,7/2/1974
Andelfingen,Andelfingen,8450,Schlossgasse 21,Andelfingen: Reihenwohnhaus,Hausteil 1,3000160,-,,,PD,22/8/1995
Andelfingen,Andelfingen,8450,Schlossgasse 23,Andelfingen: Reihenwohnhaus,Hausteil 2,3000632,-,,,PD,22/8/1995
Andelfingen,Andelfingen,8450,Schlossgasse 24,,"Kleinbauernhaus, ehem.",3000156,regional,6/11/2002,BDV Nr. 0540/2002 Einzelaufstufung,PD,17/4/2003
Andelfingen,Andelfingen,8450,Schlossgasse 26,,Wohnhaus Alte Kanzlei,3000151,-,,,PD,7/4/1981
Andelfingen,Andelfingen,8450,Schlossgasse 29,,"Bauernhaus, ehem.",3000621,-,,,PD,25/1/1999
Andelfingen,Andelfingen,8450,Schlossgasse 33,Andelfingen: Steinmühle,"Ehem. Mühle, «Steinmühle»",3000126,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,6/4/1972
Andelfingen,Andelfingen,8450,Schlossgasse 33,Andelfingen: Steinmühle,Scheune und Stallungen,3000150,regional,,,-,
Andelfingen,Andelfingen,8450,Schlossgasse 36,,"Bauernhaus, ehem.",3000146,-,,,PD,9/2/1981
Andelfingen,Andelfingen,8450,Schlossgasse 37; Strehlgasse 21,Andelfingen: Untermühle,Untermühle,3000143,regional,,,-,
Andelfingen,Andelfingen,8450,Schlossgasse 7,Andelfingen: Reihenwohnhaus,Hausteil 1,3000099,-,,,PD,20/6/1980
Andelfingen,Andelfingen,8450,Schlossgut,Andelfingen: Schloss Andelfingen,"Oekonomiegebäude, Holzschopf Schloss Andelfingen",3000080,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Andelfingen,8450,Strehlgasse 10,Andelfingen: Reihenhäuser,Hausteil 1,3000128,-,,,PD,3/7/1978
Andelfingen,Andelfingen,8450,Strehlgasse 19 bei,Andelfingen: Untermühle,Waschhaus,3000142,regional,,,-,
Andelfingen,Andelfingen,8450,Strehlgasse 4,Andelfingen: «Lindenmühle»,Ehem. Mühle «Lindenmühle»,3000124,kantonal,,,PD,10/6/2015
Andelfingen,Andelfingen,8450,Thurtalstrasse 1,,Gerichtshaus,3000114,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Andelfingen,8450,Thurtalstrasse 15,,Wohnhaus mit ehem. Bäckerei,3000104,regional,,,-,
Andelfingen,Andelfingen,8450,Thurtalstrasse 19,"Andelfingen: Doppelbauernhaus, ehem.",Hausteil 1,3000073,-,,,PD,3/9/1979
Andelfingen,Andelfingen,8450,Thurtalstrasse 20,"Andelfingen: Bauernhäuser, ehem.",Hausteil 3,3000059,-,,,PD,24/12/1975
Andelfingen,Andelfingen,8450,Thurtalstrasse 32,,"Bauernhaus, ehem.",3000065,-,,,PD,18/9/1975
Andelfingen,Andelfingen,8450,Thurtalstrasse 8,,"Schmiede, ehem. Schmiedstube",3000024,-,,,PD,22/12/1976
Andelfingen,Andelfingen,8450,,Laufen-Uhwiesen/Andelfingen: Sperrstelle 600,Kommandoposten 1 A05445,,regional,,,-,
Andelfingen,Andelfingen,8450,,Laufen-Uhwiesen/Andelfingen: Sperrstelle 600,Kommandoposten 2 A05445,,regional,,,-,
Andelfingen,Andelfingen/Kleinandelfingen,8450,Landstrasse; Schaffhauserstrasse,,Thurbrücke,3000192,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Andelfingen,Kleinandelfingen,8451,,,Eisenbahnbrücke,,regional,,,-,
Bachenbülach,Bachenbülach,8184,Dorfstrasse 24,Bachenbülach: Bauernhof «Dorfstrasse 24»,Bauernhof mit Baumtrotte,5100046,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,28/11/1972
Bachenbülach,Bachenbülach,8184,Dorfstrasse 24a,Bachenbülach: Bauernhof «Dorfstrasse 24»,Trotthaus und Kellergebäude,5100046,regional,19/12/1979,RRB 5113/1979 Liste Kanton,PD,28/11/1972
Bachenbülach,Bachenbülach,8184,Zürichstrasse 44,,Gasthof «Zur Rose»,5100072,regional,,,-,
Bachs,Bachs,8164,Bachsertalstrasse 26,"Bachs: Bauernhaus, abgebrannt und wiederaufgebaut","Hausteil West, abgebrannt und wiederaufgebaut",8100151,-,,,PD,11/3/1996
Bachs,Bachs,8164,Bachsertalstrasse 30,,Bauernhaus,8100079,-,,,PD,23/2/1983
Bachs,Bachs,8164,Bachsertalstrasse 33b,,Speicher,8100086,-,,,PD,19/3/1980
Bachs,Bachs,8164,Bachsertalstrasse 40,,"Bauernhaus, ehem.",8100033,-,,,PD,30/5/1978
Bachs,Bachs,8164,Bachsertalstrasse 40a,,"Wirtshauskeller, ehem.",8100035,regional,,,-,
Bachs,Bachs,8164,Bungertweg 3,,"Kleinbauernhaus, ehem.",8100255,-,,,PD,3/5/1977
Bachs,Bachs,8164,Chilegass 2,,"Kirche, ref.",8100300,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Bachs,Bachs,8164,Chilegass 4,Bachs: Pfrundliegenschaft,"Pfarrhaus, ref.",8100297,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,11/12/1974
Bachs,Bachs,8164,Chilegass 4a,Bachs: Pfrundliegenschaft,Holzschopf,8100299,regional,19/12/1974,RRB Nr. 5113/1979 Liste Kanton,PD,11/12/1974
Bachs,Bachs,8164,Chilegass 4b,Bachs: Pfrundliegenschaft,Waschhaus,8100298,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,11/12/1974
Bachs,Bachs,8164,Chilegass 8; Chilegass 6,,Bauernhaus,8100294,-,,,PD,23/12/1991
Bachs,Bachs,8164,Gmeindhusweg 12,,"Bauernhaus, ehem.",8100305,-,,,PD,28/4/1981
Bachs,Bachs,8164,Gmeindhusweg 8,,Gemeindehaus,8100301,-,,,PD,25/3/1974
Bachs,Bachs,8164,Hodleterstrasse 2,,Ehem. Bauernhaus,8100328,regional,28/1/1998,RRB Nr. 0207/1998 Einzelaufstufung,PD,1/4/1998
Bachs,Bachs,8164,Hueb 6,,Bauernhaus,8100137,-,,,PD,11/10/1988
Bachs,Bachs,8164,Mulflen 7,,Bauernhaus,8100228,-,,,PD,6/8/1992
Bachs,Bachs,8164,Mulflenstrasse 18,Bachs: Bauernhof «Birkenhof»,Bauernhaus,8100222,-,,,PD,19/11/1981
Bachs,Bachs,8164,Mulflenstrasse 3,"Bachs: Bauernhof, ehem.","Bauernhaus, ehem.",8100238,-,,,PD,11/7/1984
Bachs,Bachs,8164,Neumühle 125,,Bauernhaus,8100125,-,,,PD,9/11/1983
Bachs,Bachs,8164,Oberdorfstrasse  10,Bachs: Bauernhof «Oberdorfstrasse»,Wohnhaus,8100043,-,,,PD,2/5/1979
Bachs,Bachs,8164,Oberdorfstrasse 17,,"Bauernhaus, ehem.",8100057,-,,,PD,16/1/1978
Bachs,Bachs,8164,Oberdorfstrasse 4,,"Bauernhaus, ehem.",8100039,-,,,PD,13/4/1978
Bachs,Bachs,8164,Poststrasse 19,,"Trotte, ehem.",8100321,-,,,PD,15/12/1982
Bachs,Bachs,8164,Rüebisberg 10,,Bauernhaus,8100181,-,,,PD,14/12/1989
Bachs,Bachs,8164,Rüebisberg 6,,"Bauernhaus, ehem.",8100189,-,,,PD,9/8/1972
Bachs,Bachs,8164,Sternenstrasse 30; Sternenstrasse 28,,Wohnhaus mit Restaurant «Neuhof»,8100345,-,,,PD,14/11/1984
Bachs,Bachs,8164,Thalmühle 5; Thalmühle 7,Bachs: Hofgruppe «Thalmühle»,Wohnhaus/ehem. Mühle,8100172,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Bachs,Bachs,8164,Thalmühle 5a,Bachs: Hofgruppe «Thalmühle»,Scheune,8100171,regional,,,-,
Bachs,Bachs,8164,Thalmühle 9,Bachs: Hofgruppe «Thalmühle»,Speicher,8100174,regional,,,PD,24/11/1993
Bachs,Bachs,8164,Wattwilerstrasse,,Gedenkstein Pt. 581,,kantonal,,,-,
Bachs,Bachs,8164,Widemstrasse 10b,Bachs: Hofgruppe Widem,Wagenschopf,8100061,regional,,,-,
Bachs,Bachs,8164,Widemstrasse 8,Bachs: Hofgruppe Widem,Bauernhaus,8100062,regional,,,-,
Bachs,Bachs,8164,Widemstrasse 8a,Bachs: Hofgruppe Widem,Speicher,8100063,regional,13/11/2000,BDV Nr. 0600/2000 Einzelaufstufung,PD,16/1/2001
Bäretswil,Adetswil,8345,Kemptnertobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Wasserrecht Hinwil 233,,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Adetswil,8345,Stapfetenstrasse 16,Bäretswil: Primarschulanlage Adetswil,Abwartwohnhaus mit Garage,11101226,regional,,,-,
Bäretswil,Adetswil,8345,Stapfetenstrasse 16a,Bäretswil: Primarschulanlage Adetswil,Klassentrakt,11101220,regional,,,-,
Bäretswil,Adetswil,8345,Stapfetenstrasse 16b,Bäretswil: Primarschulanlage Adetswil,Turnhalle,11101224,regional,,,-,
Bäretswil,Adetswil,8345,Tobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Turbinenturm «Tobel»,11100681,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,27/10/2005
Bäretswil,Adetswil,8345,Wabergstrasse 5,,Doppelbauernhaus,11100635,-,,,PD,29/4/1975
Bäretswil,Bäretswil,8344,Adetswilerstrasse 10,,Hausteil 1 und 2 mit Ökonomieteil,11100972,-,,,PD,20/11/1975
Bäretswil,Bäretswil,8344,Adetswilerstrasse 9,,Bauernhaus,11100977,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Bahnhofstrasse 22,,Aufnahmegebäude mit Güterschuppen,11101020,kantonal,24/8/2007,BDV Nr. 3032/2007 Einzelfestsetzung ohne Inventarblatt,PD,8/5/2008
Bäretswil,Bäretswil,8344,Baumastrasse 54; Baumastrasse 56,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Ehem. Mühle «Neuthal» und Kosthaus,11100515,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Gupfstrasse 21,,Methodistenkapelle «Friedenskirche»,11101054,regional,,,-,
Bäretswil,Bäretswil,8344,Hinterburgstrasse 11,Bäretswil: Wasserrechte Hinwil Nr. 137 und 279; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Reglerstation,11100481,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Mülichram 1,Bäretswil: Bahnhofanlage Neuthal UeBB; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Aufnahmegebäude mit Güterschuppen,11100516,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Neuthal 2,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Ökonomiegebäude,11100507,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 2 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Stallgebäude,11100508,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 2 bei,,Wandbrunnen,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 4,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Fabrikantenvilla,11100509,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 4,,Wandbrunnen,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 4 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Gartenpavillon,11101875,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,20/7/1992
Bäretswil,Bäretswil,8344,Im Neuthal 4 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Oberer Park,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 4 bei,,Springbrunnen,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",ÖREB,24/3/2015
Bäretswil,Bäretswil,8344,Im Neuthal 4 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Unterer Park,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",PD,20/7/1992
Bäretswil,Bäretswil,8344,Im Neuthal 6,Bäretswil: Wasserrechte Hinwil Nr. 137 und 279; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Spinnereigebäude,11100510,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Neuthal 6 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Baumwollmagazin,11100513,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Neuthal 6 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Ehem. Reithalle,11100511,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Neuthal 6 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Transformatorenstation «Neuthal»,11100560,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Im Neuthal 6 bei,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Werkstattgebäude,11100512,kantonal,19/12/1979,"RRB 3488/1987 Zürcher Oberland, RRB 5113/1979 Liste Kanton",-,
Bäretswil,Bäretswil,8344,Kemptnertobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Wasserrecht Hinwil 129b,,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Bäretswil,8344,Kemptnertobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Wasserrecht Hinwil 130 gelöscht,,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Bäretswil,8344,Kemptnertobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Wasserrecht Hinwil 130b gelöscht,,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Bäretswil,8344,Kemptnertobel,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Wasserrecht Hinwil 198,,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Bäretswil,8344,Maiwinkelstrasse 1,Bäretswil: Säge «Stockrüti»,Säge «Stockrüti»,11101574,regional,19/12/1979,"RRB Nr. 5113/1979 Liste, RRB Nr. 3488/1987 Inventarblatt",PD,15/10/1981
Bäretswil,Bäretswil,8344,Mühlestrasse 7,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Ehem. Mühle «Staldenmühle»,11100842,regional,,,-,
Bäretswil,Bäretswil,8344,Mühlestrasse 9,Bäretswil/Wetzikon (ZH): Wasserkraftanlage Kemptnertobel,Ehem. Hanfreibe «Staldenmühle»,11100838,regional,,,PD,2/7/1976
Bäretswil,Bäretswil,8344,Pfarrhausstrasse 5,Bäretswil: Reformiertes Pfarrhaus mit Waschhaus,Pfarrhaus,11100984,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Pfarrhausstrasse 5 bei,Bäretswil: Reformiertes Pfarrhaus mit Waschhaus,"Waschhaus, ehem.",11100985,regional,,,-,
Bäretswil,Bäretswil,8344,Schulhausstrasse 4,,Oekonomiegebäude,11100997,-,,,PD,16/3/1977
Bäretswil,Bäretswil,8344,Schulhausstrasse 6,,"Kirche, ref.",11100992,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Wappenswil,Bäretswil: Säge «Stockrüti»,Wasserrecht Hinwil Nr. 125,,regional,19/12/1979,"RRB Nr. 5113/1979 Liste, RRB Nr. 3488/1987 Inventarblatt",PD,15/10/1981
Bäretswil,Bäretswil,8344,Wetzikerstrasse 10,Bäretswil: Flarz «Wetzikerstrasse»,Hausteil 5,11100898,regional,4/11/1987,RRB Nr. 3488/1987,-,
Bäretswil,Bäretswil,8344,Wetzikerstrasse 14,Bäretswil: Flarz «Wetzikerstrasse»,Hausteil 4,11100897,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Wetzikerstrasse 16,Bäretswil: Flarz «Wetzikerstrasse»,Hausteil 3,11100896,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Wetzikerstrasse 18,Bäretswil: Flarz «Wetzikerstrasse»,Hausteil 2,11100895,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Wetzikerstrasse 20,Bäretswil: Flarz «Wetzikerstrasse»,Hausteil 1,11100894,regional,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,Wetzikerstrasse 9,,Bürgerhaus,11100925,-,,,PD,2/8/1977
Bäretswil,Bäretswil,8344,,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof; Bäretswil: Wasserrechte Hinwil Nr. 137 und 279,Damm des unteren Weihers,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,,Eisenbahnbrücke,,kantonal,,,-,
Bäretswil,Bäretswil,8344,,Bäretswil: Bahnhofanlage Neuthal UeBB; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Eisenbahnbrücke,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof; Bäretswil: Wasserrechte Hinwil Nr. 137 und 279,Farnbühl Weiher,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Wasserrechte Hinwil Nr. 137 und 279; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Seiltransmissionsturm,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Wasserrechte Hinwil Nr. 137 und 279; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Turbinenturm,11102166,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof; Bäretswil: Wasserrechte Hinwil Nr. 137 und 279,Unterer Weiher,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Wasserrechte Hinwil Nr. 137 und 279; Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof,Unteres Auffangwuhr und Zulaufkanal,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Bäretswil,8344,,Bäretswil: Fabrikanlage Neuthal mit Wasserkraftanlagen und Eisenbahnviadukt mit Bahnhof; Bäretswil: Wasserrechte Hinwil Nr. 137 und 279,Äusserer Weiher,,kantonal,19/12/1979,"RRB Nr. 3488/1987, RRB Nr. 5113/1979",-,
Bäretswil,Gibswil,8498,Ghöchstrasse 132,,Schulhaus «Berg»,11100043,regional,,,-,
Bassersdorf,Baltenswil,8303,Neue Winterthurerstrasse 40,Bassersdorf: Landheim Brüttisellen,"Ehem. Gasthaus «Schwanen», heute Jugendheim",5201236,kantonal,19/12/1979,"RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton",ÖREB,30/8/2001
Bassersdorf,Bassersdorf,8303,Gerlisbergstrasse 4a,,"Kirche, ref.",5200465,regional,19/12/1979,"RRB Nr. 3235/1982 Glattal, RRB Nr. 5113/1979 Liste Kanton",-,
Bassersdorf,Bassersdorf,8303,Karl Hügin-Platz 2,,"Gemeindehaus, ehem. ref. Pfarrhaus",5200943,regional,19/12/1979,"RRB 3235/1982 Glattal, RRB 5113/1979 Liste Kanton",-,
Bassersdorf,Bassersdorf,8303,Klotenerstrasse 1,,"Primarschulhaus, altes",5200001,regional,,,-,
Bassersdorf,Bassersdorf,8303,Opfikonerstrasse 21; Opfikonerstrasse 23,Bassersdorf: Primarschulanlage Geeren,Abwartshaus,,regional,,,-,
Bassersdorf,Bassersdorf,8303,Opfikonerstrasse 25,Bassersdorf: Primarschulanlage Geeren,Klassentrakt mit Singssaal,5200143,regional,,,-,
